target_ref_id,distractor_ref_id,target_item_id,distractor_item_id,base_success,family,branch,branch_label,apply_success,case_ok,target_packet_attr_names,distractor_packet_attr_names,expected_packet_attr_names,packet_anchor_ok,target_pollution_quiet,folded_control_attr_items_absent,target_snapshot_all_attrs,distractor_snapshot_all_attrs,attr_item_present_ratio,attr_item_modality_ok_ratio,attr_item_source_ok_ratio,attr_item_parent_ok_ratio,attr_item_value_ok_ratio,attr_item_energy_ok_ratio,attr_item_signature_parent_ok_ratio,attr_item_ids,bind_success,bind_code,runtime_bind_ok,expected_runtime_attr_names,quiet_runtime_attr_names,target_runtime_attr_names,distractor_runtime_attr_names,runtime_quiet_ok,invalid_role_rejected
sa_e16_F07_target,sa_e16_F07_distractor,spi_20260512055510_000131,spi_20260512055510_000132,True,F07,packet_attribute_folded_control,packet折叠对照,1,1,tactile_pressure|visual_brightness|visual_position,,tactile_pressure|visual_brightness|visual_position,1,1,1,tactile_pressure|visual_brightness|visual_position,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa_e16_F07_packet_visual_primary|sa_e16_F07_packet_visual_spatial|sa_e16_F07_packet_tactile_pressure,,,,,,,,,
sa_e16_F07_target,sa_e16_F07_distractor,spi_20260512055510_000133,spi_20260512055510_000134,True,F07,runtime_tool_binding,runtime工具绑定,,1,,,,,,,tool_status,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F07_runtime_tool_binding_tool_attr,1,OK,1,tool_status,,tool_status,,1,0
sa_e16_F07_target,sa_e16_F07_distractor,spi_20260512055510_000136,spi_20260512055510_000137,True,F07,runtime_wrong_target_control,runtime错误目标对照,,1,,,,,,,,tool_status,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F07_runtime_wrong_target_control_tool_attr,1,OK,1,tool_status,,,tool_status,1,0
sa_e16_F07_target,sa_e16_F07_distractor,spi_20260512055510_000139,spi_20260512055510_000140,True,F07,runtime_invalid_role_control,runtime非法角色对照,,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa_e16_F07_runtime_invalid_role_control_tool_attr,0,INPUT_VALIDATION_ERROR,1,,,,,1,1
sa_e16_F08_target,sa_e16_F08_distractor,spi_20260512055510_000141,spi_20260512055510_000142,True,F08,packet_multimodal_bound,packet多来源绑定,1,1,tactile_pressure|visual_brightness|visual_position,,tactile_pressure|visual_brightness|visual_position,1,1,0,tactile_pressure|visual_brightness|visual_position,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F08_packet_visual_primary|sa_e16_F08_packet_visual_spatial|sa_e16_F08_packet_tactile_pressure,,,,,,,,,
sa_e16_F08_target,sa_e16_F08_distractor,spi_20260512055510_000146,spi_20260512055510_000147,True,F08,packet_wrong_anchor_control,packet错误锚点对照,1,1,,tactile_pressure|visual_brightness|visual_position,tactile_pressure|visual_brightness|visual_position,1,1,0,,tactile_pressure|visual_brightness|visual_position,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F08_packet_visual_primary|sa_e16_F08_packet_visual_spatial|sa_e16_F08_packet_tactile_pressure,,,,,,,,,
sa_e16_F08_target,sa_e16_F08_distractor,spi_20260512055510_000151,spi_20260512055510_000152,True,F08,packet_attribute_folded_control,packet折叠对照,1,1,tactile_pressure|visual_brightness|visual_position,,tactile_pressure|visual_brightness|visual_position,1,1,1,tactile_pressure|visual_brightness|visual_position,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa_e16_F08_packet_visual_primary|sa_e16_F08_packet_visual_spatial|sa_e16_F08_packet_tactile_pressure,,,,,,,,,
sa_e16_F08_target,sa_e16_F08_distractor,spi_20260512055510_000153,spi_20260512055510_000154,True,F08,runtime_tool_binding,runtime工具绑定,,1,,,,,,,tool_status,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F08_runtime_tool_binding_tool_attr,1,OK,1,tool_status,,tool_status,,1,0
sa_e16_F08_target,sa_e16_F08_distractor,spi_20260512055510_000156,spi_20260512055510_000157,True,F08,runtime_wrong_target_control,runtime错误目标对照,,1,,,,,,,,tool_status,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F08_runtime_wrong_target_control_tool_attr,1,OK,1,tool_status,,,tool_status,1,0
sa_e16_F08_target,sa_e16_F08_distractor,spi_20260512055510_000159,spi_20260512055510_000160,True,F08,runtime_invalid_role_control,runtime非法角色对照,,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa_e16_F08_runtime_invalid_role_control_tool_attr,0,INPUT_VALIDATION_ERROR,1,,,,,1,1
sa_e16_F09_target,sa_e16_F09_distractor,spi_20260512055510_000161,spi_20260512055510_000162,True,F09,packet_multimodal_bound,packet多来源绑定,1,1,tactile_pressure|visual_motion|visual_position,,tactile_pressure|visual_motion|visual_position,1,1,0,tactile_pressure|visual_motion|visual_position,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F09_packet_visual_primary|sa_e16_F09_packet_visual_spatial|sa_e16_F09_packet_tactile_pressure,,,,,,,,,
sa_e16_F09_target,sa_e16_F09_distractor,spi_20260512055510_000166,spi_20260512055510_000167,True,F09,packet_wrong_anchor_control,packet错误锚点对照,1,1,,tactile_pressure|visual_motion|visual_position,tactile_pressure|visual_motion|visual_position,1,1,0,,tactile_pressure|visual_motion|visual_position,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F09_packet_visual_primary|sa_e16_F09_packet_visual_spatial|sa_e16_F09_packet_tactile_pressure,,,,,,,,,
sa_e16_F09_target,sa_e16_F09_distractor,spi_20260512055510_000171,spi_20260512055510_000172,True,F09,packet_attribute_folded_control,packet折叠对照,1,1,tactile_pressure|visual_motion|visual_position,,tactile_pressure|visual_motion|visual_position,1,1,1,tactile_pressure|visual_motion|visual_position,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa_e16_F09_packet_visual_primary|sa_e16_F09_packet_visual_spatial|sa_e16_F09_packet_tactile_pressure,,,,,,,,,
sa_e16_F09_target,sa_e16_F09_distractor,spi_20260512055510_000173,spi_20260512055510_000174,True,F09,runtime_tool_binding,runtime工具绑定,,1,,,,,,,tool_confidence,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F09_runtime_tool_binding_tool_attr,1,OK,1,tool_confidence,,tool_confidence,,1,0
sa_e16_F09_target,sa_e16_F09_distractor,spi_20260512055510_000176,spi_20260512055510_000177,True,F09,runtime_wrong_target_control,runtime错误目标对照,,1,,,,,,,,tool_confidence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F09_runtime_wrong_target_control_tool_attr,1,OK,1,tool_confidence,,,tool_confidence,1,0
sa_e16_F09_target,sa_e16_F09_distractor,spi_20260512055510_000179,spi_20260512055510_000180,True,F09,runtime_invalid_role_control,runtime非法角色对照,,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa_e16_F09_runtime_invalid_role_control_tool_attr,0,INPUT_VALIDATION_ERROR,1,,,,,1,1
sa_e16_F10_target,sa_e16_F10_distractor,spi_20260512055510_000181,spi_20260512055510_000182,True,F10,packet_multimodal_bound,packet多来源绑定,1,1,tactile_pressure|visual_motion|visual_position,,tactile_pressure|visual_motion|visual_position,1,1,0,tactile_pressure|visual_motion|visual_position,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F10_packet_visual_primary|sa_e16_F10_packet_visual_spatial|sa_e16_F10_packet_tactile_pressure,,,,,,,,,
sa_e16_F10_target,sa_e16_F10_distractor,spi_20260512055510_000186,spi_20260512055510_000187,True,F10,packet_wrong_anchor_control,packet错误锚点对照,1,1,,tactile_pressure|visual_motion|visual_position,tactile_pressure|visual_motion|visual_position,1,1,0,,tactile_pressure|visual_motion|visual_position,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F10_packet_visual_primary|sa_e16_F10_packet_visual_spatial|sa_e16_F10_packet_tactile_pressure,,,,,,,,,
sa_e16_F10_target,sa_e16_F10_distractor,spi_20260512055510_000191,spi_20260512055510_000192,True,F10,packet_attribute_folded_control,packet折叠对照,1,1,tactile_pressure|visual_motion|visual_position,,tactile_pressure|visual_motion|visual_position,1,1,1,tactile_pressure|visual_motion|visual_position,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa_e16_F10_packet_visual_primary|sa_e16_F10_packet_visual_spatial|sa_e16_F10_packet_tactile_pressure,,,,,,,,,
sa_e16_F10_target,sa_e16_F10_distractor,spi_20260512055510_000193,spi_20260512055510_000194,True,F10,runtime_tool_binding,runtime工具绑定,,1,,,,,,,tool_confidence,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F10_runtime_tool_binding_tool_attr,1,OK,1,tool_confidence,,tool_confidence,,1,0
sa_e16_F10_target,sa_e16_F10_distractor,spi_20260512055510_000196,spi_20260512055510_000197,True,F10,runtime_wrong_target_control,runtime错误目标对照,,1,,,,,,,,tool_confidence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F10_runtime_wrong_target_control_tool_attr,1,OK,1,tool_confidence,,,tool_confidence,1,0
sa_e16_F10_target,sa_e16_F10_distractor,spi_20260512055511_000199,spi_20260512055511_000200,True,F10,runtime_invalid_role_control,runtime非法角色对照,,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa_e16_F10_runtime_invalid_role_control_tool_attr,0,INPUT_VALIDATION_ERROR,1,,,,,1,1
sa_e16_F11_target,sa_e16_F11_distractor,spi_20260512055511_000201,spi_20260512055511_000202,True,F11,packet_multimodal_bound,packet多来源绑定,1,1,tactile_pressure|visual_marker|visual_position,,tactile_pressure|visual_marker|visual_position,1,1,0,tactile_pressure|visual_marker|visual_position,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F11_packet_visual_primary|sa_e16_F11_packet_visual_spatial|sa_e16_F11_packet_tactile_pressure,,,,,,,,,
sa_e16_F11_target,sa_e16_F11_distractor,spi_20260512055511_000206,spi_20260512055511_000207,True,F11,packet_wrong_anchor_control,packet错误锚点对照,1,1,,tactile_pressure|visual_marker|visual_position,tactile_pressure|visual_marker|visual_position,1,1,0,,tactile_pressure|visual_marker|visual_position,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F11_packet_visual_primary|sa_e16_F11_packet_visual_spatial|sa_e16_F11_packet_tactile_pressure,,,,,,,,,
sa_e16_F11_target,sa_e16_F11_distractor,spi_20260512055511_000211,spi_20260512055511_000212,True,F11,packet_attribute_folded_control,packet折叠对照,1,1,tactile_pressure|visual_marker|visual_position,,tactile_pressure|visual_marker|visual_position,1,1,1,tactile_pressure|visual_marker|visual_position,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sa_e16_F11_packet_visual_primary|sa_e16_F11_packet_visual_spatial|sa_e16_F11_packet_tactile_pressure,,,,,,,,,
sa_e16_F11_target,sa_e16_F11_distractor,spi_20260512055511_000213,spi_20260512055511_000214,True,F11,runtime_tool_binding,runtime工具绑定,,1,,,,,,,tool_confidence,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F11_runtime_tool_binding_tool_attr,1,OK,1,tool_confidence,,tool_confidence,,1,0
sa_e16_F11_target,sa_e16_F11_distractor,spi_20260512055511_000216,spi_20260512055511_000217,True,F11,runtime_wrong_target_control,runtime错误目标对照,,1,,,,,,,,tool_confidence,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sa_e16_F11_runtime_wrong_target_control_tool_attr,1,OK,1,tool_confidence,,,tool_confidence,1,0
